date,day,aircraft,helicopter,tank,APC,field artillery,MRL,military auto,fuel tank,drone,naval ship,anti-aircraft warfare,special equipment,mobile SRBM system,greatest losses direction,vehicles and fuel tanks,cruise missiles,submarines,personnel
2024-07-09,867,361,326,8178,15704,15015,1115,0,0,11922,28,880,2516,0,0,20212,2389,1,553410
2024-07-08,866,361,326,8171,15685,14966,1115,0,0,11893,28,880,2503,0,0,20150,2353,1,552190
2024-07-07,865,360,326,8155,15645,14937,1115,0,0,11862,28,879,2495,0,0,20103,2352,1,550990
2024-07-06,864,360,326,8153,15629,14897,1115,0,0,11809,28,878,2479,0,0,20053,2351,1,549840
2024-07-05,863,360,326,8142,15611,14831,1115,0,0,11757,28,878,2473,0,0,19977,2342,1,548580
2024-07-04,862,360,326,8132,15600,14777,1115,0,0,11694,28,878,2468,0,0,19923,2342,1,547470
2024-07-03,861,360,326,8123,15583,14712,1115,0,0,11668,28,876,2464,0,0,19850,2336,1,546270
2024-07-02,860,360,326,8107,15566,14655,1114,0,0,11641,28,874,2452,0,0,19787,2335,1,545090
2024-07-01,859,360,326,8099,15550,14599,1111,0,0,11620,28,874,2448,0,0,19713,2333,1,543810
2024-06-30,858,360,326,8080,15524,14533,1110,0,0,11584,28,873,2448,0,0,19643,2331,1,542700
2024-06-29,857,360,326,8073,15505,14480,1109,0,0,11538,28,871,2436,0,0,19568,2331,1,541560
2024-06-28,856,360,326,8066,15480,14423,1109,0,0,11509,28,871,2431,0,0,19514,2329,1,540490
2024-06-27,855,359,326,8042,15459,14363,1108,0,0,11459,28,868,2420,0,0,19468,2324,1,539320
2024-06-26,854,359,326,8039,15450,14321,1108,0,0,11435,28,863,2409,0,0,19407,2324,1,538060
2024-06-25,853,359,326,8035,15431,14281,1108,0,0,11413,28,863,2403,0,0,19362,2324,1,536840
2024-06-24,852,359,326,8031,15413,14246,1108,0,0,11382,28,863,2397,0,0,19304,2323,1,535660
2024-06-23,851,359,326,8019,15398,14195,1108,0,0,11355,28,863,2377,0,0,19248,2321,1,534360
2024-06-22,850,359,326,8009,15383,14134,1106,0,0,11305,28,861,2369,0,0,19204,2302,1,533090
2024-06-21,849,359,326,8001,15372,14106,1106,0,0,11260,28,861,2367,0,0,19181,2298,1,531980
2024-06-20,848,359,326,7987,15337,14052,1105,0,0,11260,28,859,2357,0,0,19134,2298,1,530920
2024-06-19,847,359,326,7984,15319,14007,1104,0,0,11221,28,857,2351,0,0,19078,2297,1,529750
2024-06-18,846,359,326,7974,15307,13959,1104,0,0,11187,28,853,2344,0,0,19031,2297,1,528620
2024-06-17,845,359,326,7958,15287,13927,1104,0,0,11167,28,853,2337,0,0,18991,2296,1,527390
2024-06-16,844,359,326,7956,15269,13913,1104,0,0,11159,28,853,2325,0,0,18967,2296,1,526310
2024-06-15,843,359,326,7956,15263,13855,1103,0,0,11148,28,853,2322,0,0,18911,2293,1,525150
2024-06-14,842,359,326,7936,15234,13818,1101,0,0,11097,28,849,2310,0,0,18854,2286,1,524060
2024-06-13,841,359,326,7928,15208,13770,1099,0,0,11075,28,846,2294,0,0,18794,2285,1,522810
2024-06-12,840,359,326,7911,15187,13736,1099,0,0,11042,28,844,2290,0,0,18736,2280,1,521830
2024-06-11,839,359,326,7902,15176,13690,1099,0,0,11023,28,842,2288,0,0,18676,2278,1,520850
2024-06-10,838,358,326,7879,15144,13644,1098,0,0,11010,28,837,2267,0,0,18618,2278,1,519750
2024-06-09,837,357,326,7869,15131,13593,1097,0,0,10982,28,836,2253,0,0,18562,2277,1,518560
2024-06-08,836,357,326,7843,15105,13533,1095,0,0,10945,28,834,2248,0,0,18484,2277,1,517290
2024-06-07,835,357,326,7834,15096,13497,1095,0,0,10886,28,833,2238,0,0,18416,2270,1,516080
2024-06-06,834,357,326,7828,15076,13433,1095,0,0,10846,27,831,2230,0,0,18360,2270,1,515000
2024-06-05,833,357,326,7806,15036,13385,1092,0,0,10805,27,830,2223,0,0,18297,2270,1,513700
2024-06-04,832,357,326,7794,15020,13345,1092,0,0,10766,27,827,2211,0,0,18228,2268,1,512420
2024-06-03,831,357,326,7779,15002,13280,1090,0,0,10739,27,824,2199,0,0,18159,2268,1,511130
2024-06-02,830,357,326,7765,14980,13233,1089,0,0,10699,27,821,2195,0,0,18092,2268,1,509860
2024-06-01,829,357,326,7740,14947,13184,1088,0,0,10617,27,815,2181,0,0,18006,2230,1,508780
2024-05-31,828,357,326,7728,14935,13140,1088,0,0,10587,27,815,2164,0,0,17905,2229,1,507650
2024-05-30,827,357,326,7710,14913,13101,1088,0,0,10532,27,815,2153,0,0,17849,2222,1,506260
2024-05-29,826,357,326,7700,14891,13066,1087,0,0,10510,27,815,2142,0,0,17796,2222,1,505100
2024-05-28,825,357,326,7692,14858,13029,1085,0,0,10482,27,815,2122,0,0,17740,2221,1,503800
2024-05-27,824,357,326,7671,14818,12981,1084,0,0,10467,27,815,2118,0,0,17694,2221,1,502340
2024-05-26,823,357,326,7662,14803,12953,1083,0,0,10425,27,814,2111,0,0,17639,2209,1,501190
2024-05-25,822,356,326,7650,14786,12929,1082,0,0,10414,27,814,2104,0,0,17608,2209,1,500080
2024-05-24,821,356,326,7635,14775,12902,1080,0,0,10401,27,813,2101,0,0,17569,2209,1,498940
2024-05-23,820,355,326,7622,14748,12860,1077,0,0,10391,27,813,2094,0,0,17513,2209,1,497700
2024-05-22,819,354,326,7611,14721,12820,1077,0,0,10346,27,812,2090,0,0,17442,2208,1,496370
2024-05-21,818,354,326,7605,14699,12779,1077,0,0,10290,27,811,2085,0,0,17383,2207,1,495070
2024-05-20,817,354,326,7590,14665,12737,1076,0,0,10236,27,807,2079,0,0,17311,2205,1,493690
2024-05-19,816,354,326,7576,14630,12687,1074,0,0,10155,26,803,2077,0,0,17251,2204,1,492290
2024-05-18,815,354,326,7560,14595,12639,1071,0,0,10108,26,801,2075,0,0,17169,2203,1,491080
2024-05-17,814,353,326,7547,14552,12603,1071,0,0,10073,26,800,2069,0,0,17104,2200,1,489870
2024-05-16,813,351,325,7529,14538,12565,1070,0,0,10028,26,798,2062,0,0,17048,2200,1,488460
2024-05-15,812,351,325,7510,14508,12538,1070,0,0,10015,26,798,2061,0,0,16955,2199,1,486940
2024-05-14,811,351,325,7496,14460,12515,1070,0,0,9985,26,798,2054,0,0,16907,2197,1,485430
2024-05-13,810,350,325,7485,14417,12487,1070,0,0,9936,26,797,2048,0,0,16878,2197,1,484030
2024-05-12,809,350,325,7454,14375,12472,1066,0,0,9910,26,797,2042,0,0,16819,2194,1,482290
2024-05-11,808,349,325,7449,14353,12442,1064,0,0,9868,26,796,2040,0,0,16755,2193,1,481030
2024-05-10,807,349,325,7434,14313,12387,1062,0,0,9826,26,795,2031,0,0,16691,2192,1,479710
2024-05-09,806,349,325,7429,14281,12340,1058,0,0,9775,26,793,2027,0,0,16618,2192,1,478730
2024-05-08,805,349,325,7418,14246,12317,1057,0,0,9728,26,792,2019,0,0,16549,2151,1,477430
2024-05-07,804,349,325,7405,14227,12287,1057,0,0,9717,26,792,2017,0,0,16509,2149,1,476460
2024-05-06,803,349,325,7380,14213,12250,1057,0,0,9683,26,791,2008,0,0,16477,2148,1,475300
2024-05-05,802,349,325,7375,14179,12212,1057,0,0,9636,26,790,2002,0,0,16418,2147,1,474260
2024-05-04,801,348,325,7366,14156,12148,1055,0,0,9611,26,788,2001,0,0,16337,2127,1,473400
2024-05-03,800,348,325,7354,14129,12102,1053,0,0,9580,26,786,1993,0,0,16266,2126,1,472140
2024-05-02,799,348,325,7332,14096,12044,1053,0,0,9561,26,784,1988,0,0,16224,2126,1,470870
2024-05-01,798,348,325,7312,14067,12024,1053,0,0,9538,26,780,1980,0,0,16175,2126,1,469840
2024-04-30,797,348,325,7307,14046,12011,1053,0,0,9531,26,779,1977,0,0,16142,2126,1,468720
2024-04-29,796,348,325,7285,14007,11985,1051,0,0,9528,26,778,1974,0,0,16109,2124,1,467470
2024-04-28,795,348,325,7279,13991,11948,1050,0,0,9507,26,776,1971,0,0,16065,2124,1,466150
2024-04-27,794,348,325,7268,13971,11905,1049,0,0,9485,26,775,1968,0,0,16019,2124,1,465054
2024-04-26,793,348,325,7262,13957,11867,1049,0,0,9461,26,772,1962,0,0,15984,2119,1,463930
2024-04-25,792,348,325,7255,13942,11836,1049,0,0,9449,26,772,1946,0,0,15949,2118,1,462980
2024-04-24,791,348,325,7242,13928,11808,1048,0,0,9439,26,771,1944,0,0,15892,2117,1,461940
2024-04-23,790,348,325,7241,13916,11765,1046,0,0,9407,26,769,1936,0,0,15845,2117,1,461060
2024-04-22,789,348,325,7236,13904,11736,1046,0,0,9384,26,768,1934,0,0,15812,2117,1,460260
2024-04-21,788,348,325,7229,13896,11719,1046,0,0,9379,26,767,1926,0,0,15785,2115,1,459530
2024-04-20,787,348,325,7213,13873,11678,1046,0,0,9341,26,763,1918,0,0,15717,2109,1,458580
2024-04-19,786,347,325,7205,13852,11658,1046,0,0,9311,26,762,1915,0,0,15671,2096,1,457830
2024-04-18,785,347,325,7196,13835,11637,1046,0,0,9284,26,760,1915,0,0,15618,2093,1,456960
2024-04-17,784,347,325,7193,13827,11624,1046,0,0,9279,26,760,1910,0,0,15587,2093,1,456050
2024-04-16,783,347,325,7189,13809,11609,1046,0,0,9277,26,759,1908,0,0,15563,2092,1,455340
2024-04-15,782,347,325,7180,13796,11593,1046,0,0,9266,26,758,1908,0,0,15510,2092,1,454420
2024-04-14,781,347,325,7174,13765,11552,1046,0,0,9235,26,758,1905,0,0,15459,2089,1,453650
2024-04-13,780,347,325,7169,13745,11518,1045,0,0,9201,26,756,1893,0,0,15396,2088,1,452760
2024-04-12,779,347,325,7146,13698,11486,1042,0,0,9161,26,755,1888,0,0,15339,2087,1,451730
2024-04-11,778,347,325,7137,13679,11452,1040,0,0,9104,26,754,1882,0,0,15298,2069,1,450890
2024-04-10,777,347,325,7132,13667,11404,1040,0,0,9070,26,753,1876,0,0,15248,2067,1,450080
2024-04-09,776,347,325,7110,13620,11386,1039,0,0,9033,26,753,1868,0,0,15181,2065,1,449250
2024-04-08,775,347,325,7087,13575,11356,1039,0,0,8996,26,751,1867,0,0,15110,2065,1,448400
2024-04-07,774,347,325,7074,13551,11316,1036,0,0,8956,26,749,1864,0,0,15071,2064,1,447510
2024-04-06,773,347,325,7057,13497,11262,1032,0,0,8895,26,749,1854,0,0,14992,2060,1,446690
2024-04-05,772,347,325,7033,13459,11221,1029,0,0,8847,26,747,1849,0,0,14922,2059,1,445900
2024-04-04,771,347,325,7018,13386,11171,1026,0,0,8817,26,746,1845,0,0,14861,2059,1,445040
2024-04-03,770,347,325,7009,13368,11142,1025,0,0,8796,26,745,1838,0,0,14813,2059,1,444370
2024-04-02,769,347,325,6998,13350,11112,1023,0,0,8779,26,744,1832,0,0,14783,2058,1,443660
2024-04-01,768,347,325,6986,13321,11082,1023,0,0,8757,26,744,1826,0,0,14752,2057,1,442880
2024-03-31,767,347,325,6966,13304,11050,1023,0,0,8731,26,743,1823,0,0,14717,2048,1,442170
2024-03-30,766,347,325,6951,13284,11006,1023,0,0,8701,26,736,1814,0,0,14670,2046,1,441520
2024-03-29,765,347,325,6922,13264,10991,1023,0,0,8656,26,735,1807,0,0,14645,2022,1,440790
2024-03-28,764,347,325,6914,13237,10963,1021,0,0,8600,26,729,1800,0,0,14595,2017,1,439970
2024-03-27,763,347,325,6904,13216,10931,1019,0,0,8578,26,728,1794,0,0,14539,2015,1,439190
2024-03-26,762,347,325,6893,13207,10904,1019,0,0,8553,26,727,1789,0,0,14498,2014,1,438160
2024-03-25,761,347,325,6887,13183,10877,1018,0,0,8539,26,726,1785,0,0,14454,2010,1,437390
2024-03-24,760,347,325,6876,13158,10855,1018,0,0,8510,26,723,1778,0,0,14407,1992,1,436750
2024-03-23,759,347,325,6852,13130,10811,1018,0,0,8463,26,723,1768,0,0,14344,1992,1,435760
2024-03-22,758,347,325,6840,13111,10775,1018,0,0,8388,26,723,1749,0,0,14287,1953,1,434710
2024-03-21,757,347,325,6832,13074,10740,1018,0,0,8365,26,721,1741,0,0,14242,1922,1,433840
2024-03-20,756,347,325,6828,13058,10714,1017,0,0,8355,26,721,1738,0,0,14198,1922,1,433090
2024-03-19,755,347,325,6819,13049,10698,1017,0,0,8318,26,721,1735,0,0,14191,1922,1,432390
2024-03-18,754,347,325,6809,13014,10668,1017,0,0,8308,26,720,1731,0,0,14141,1922,1,431550
2024-03-17,753,347,325,6790,12997,10634,1017,0,0,8272,26,720,1723,0,0,14073,1922,1,430740
2024-03-16,752,347,325,6779,12973,10606,1017,0,0,8268,26,719,1712,0,0,14024,1922,1,429580
2024-03-15,751,347,325,6758,12949,10580,1017,0,0,8254,26,717,1711,0,0,13993,1920,1,428420
2024-03-14,750,347,325,6757,12938,10565,1017,0,0,8220,26,717,1708,0,0,13959,1920,1,427840
2024-03-13,749,347,325,6752,12921,10554,1017,0,0,8205,26,715,1699,0,0,13932,1919,1,426870
2024-03-12,748,347,325,6747,12901,10522,1016,0,0,8184,26,713,1691,0,0,13870,1920,1,425890
2024-03-11,747,347,325,6739,12874,10499,1016,0,0,8141,26,711,1686,0,0,13826,1919,1,424980
2024-03-10,746,347,325,6731,12850,10466,1015,0,0,8082,26,709,1672,0,0,13752,1919,1,424060
2024-03-09,745,347,325,6712,12823,10428,1012,0,0,8041,26,707,1666,0,0,13683,1919,1,423160
2024-03-08,744,347,325,6706,12798,10375,1011,0,0,7998,26,704,1656,0,0,13598,1919,1,422310
2024-03-07,743,347,325,6695,12779,10350,1009,0,0,7963,26,701,1647,0,0,13532,1919,1,421430
2024-03-06,742,347,325,6678,12728,10308,1008,0,0,7921,26,701,1642,0,0,13479,1918,1,420270
2024-03-05,741,347,325,6657,12688,10258,1007,0,0,7863,25,700,1630,0,0,13423,1917,1,419020
2024-03-04,740,347,325,6648,12660,10210,1004,0,0,7845,25,698,1621,0,0,13374,1916,1,417950
2024-03-03,739,347,325,6640,12639,10188,1003,0,0,7843,25,696,1620,0,0,13332,1915,1,416800
2024-03-02,738,346,325,6624,12611,10153,1003,0,0,7829,25,696,1617,0,0,13267,1915,1,415640
2024-03-01,737,345,325,6610,12582,10106,1000,0,0,7794,25,691,1611,0,0,13206,1912,1,414680
2024-02-29,736,342,325,6593,12552,10070,1000,0,0,7768,25,690,1601,0,0,13152,1912,1,413760
2024-02-28,735,342,325,6570,12508,10029,1000,0,0,7753,25,688,1594,0,0,13112,1912,1,412610
2024-02-27,734,340,325,6556,12494,10009,1000,0,0,7729,25,686,1588,0,0,13065,1912,1,411550
2024-02-26,733,340,325,6555,12478,9993,1000,0,0,7707,25,686,1580,0,0,13037,1910,1,410700
2024-02-25,732,340,325,6542,12441,9981,999,0,0,7681,25,684,1578,0,0,13011,1907,1,409820
2024-02-24,731,340,325,6534,12425,9952,999,0,0,7659,25,684,1576,0,0,12988,1905,1,409010
2024-02-23,730,339,325,6526,12410,9916,999,0,0,7628,25,682,1575,0,0,12960,1903,1,408240
2024-02-22,729,339,325,6523,12373,9867,997,0,0,7596,25,680,1566,0,0,12924,1903,1,407240
2024-02-21,728,338,325,6516,12338,9826,992,0,0,7560,25,678,1558,0,0,12861,1903,1,406080
2024-02-20,727,338,325,6503,12268,9773,988,0,0,7521,25,675,1551,0,0,12805,1902,1,404950
2024-02-19,726,336,325,6498,12232,9733,986,0,0,7460,25,674,1545,0,0,12767,1898,1,403720
2024-02-18,725,335,325,6487,12198,9709,984,0,0,7449,25,674,1540,0,0,12736,1898,1,402430
2024-02-17,724,332,325,6476,12145,9669,984,0,0,7413,25,671,1533,0,0,12734,1896,1,401350
2024-02-16,723,332,325,6465,12129,9641,984,0,0,7408,25,671,1528,0,0,12716,1895,1,400300
2024-02-15,722,332,325,6442,12090,9620,984,0,0,7404,25,671,1524,0,0,12691,1882,1,399090
2024-02-14,721,332,325,6433,12043,9566,984,0,0,7371,24,671,1523,0,0,12662,1882,1,398140
2024-02-13,720,332,325,6424,12004,9500,981,0,0,7332,24,667,1518,0,0,12623,1882,1,397080
2024-02-12,719,332,325,6416,11977,9481,981,0,0,7302,24,666,1514,0,0,12599,1882,1,395990
2024-02-11,718,332,325,6406,11956,9475,981,0,0,7257,24,666,1513,0,0,12592,1881,1,395200
2024-02-10,717,332,325,6394,11942,9459,981,0,0,7235,24,666,1512,0,0,12579,1881,1,394270
2024-02-09,716,332,325,6385,11921,9435,981,0,0,7209,24,666,1509,0,0,12551,1881,1,393290
2024-02-08,715,332,325,6383,11899,9411,980,0,0,7191,24,666,1505,0,0,12513,1880,1,392380
2024-02-07,714,332,324,6372,11879,9387,980,0,0,7177,24,665,1497,0,0,12486,1849,1,391470
2024-02-06,713,332,324,6365,11857,9367,979,0,0,7173,24,665,1496,0,0,12453,1848,1,390580
2024-02-05,712,332,324,6348,11822,9349,979,0,0,7173,24,664,1486,0,0,12412,1848,1,389560
2024-02-04,711,332,324,6343,11818,9331,979,0,0,7173,24,663,1479,0,0,12393,1848,1,388750
2024-02-03,710,332,324,6341,11805,9300,979,0,0,7161,24,663,1473,0,0,12352,1847,1,387940
2024-02-02,709,332,324,6331,11792,9274,978,0,0,7146,24,663,1470,0,0,12316,1847,1,387060
2024-02-01,708,332,324,6322,11773,9228,976,0,0,7136,23,663,1462,0,0,12267,1847,1,386230
2024-01-31,707,332,324,6310,11757,9195,974,0,0,7100,23,663,1452,0,0,12231,1846,1,385230
2024-01-30,706,332,324,6300,11725,9144,972,0,0,7084,23,663,1448,0,0,12191,1846,1,384140
2024-01-29,705,331,324,6290,11696,9113,972,0,0,7049,23,660,1443,0,0,12149,1846,1,383180
2024-01-28,704,331,324,6280,11671,9097,972,0,0,7041,23,660,1436,0,0,12103,1845,1,382110
2024-01-27,703,331,324,6271,11652,9085,972,0,0,7037,23,660,1433,0,0,12072,1845,1,381370
2024-01-26,702,331,324,6265,11637,9082,972,0,0,7033,23,660,1425,0,0,12064,1845,1,380600
2024-01-25,701,331,324,6257,11621,9067,972,0,0,7033,23,660,1420,0,0,12044,1844,1,379610
2024-01-24,700,331,324,6227,11579,9008,971,0,0,6998,23,659,1416,0,0,12005,1842,1,378660
2024-01-23,699,331,324,6214,11548,8947,970,0,0,6961,23,657,1409,0,0,11956,1820,1,377820
2024-01-22,698,331,324,6192,11489,8896,968,0,0,6961,23,657,1397,0,0,11891,1819,1,376860
2024-01-21,697,331,324,6181,11466,8875,968,0,0,6936,23,655,1392,0,0,11862,1818,1,376030
2024-01-20,696,331,324,6171,11455,8868,967,0,0,6934,23,654,1389,0,0,11848,1818,1,375270
2024-01-19,695,331,324,6167,11445,8854,966,0,0,6929,23,654,1384,0,0,11831,1818,1,374520
2024-01-18,694,331,324,6147,11410,8835,966,0,0,6925,23,653,1380,0,0,11794,1818,1,373600
2024-01-17,693,331,324,6126,11372,8811,964,0,0,6884,23,653,1367,0,0,11755,1817,1,372820
2024-01-16,692,331,324,6113,11358,8801,961,0,0,6877,23,653,1365,0,0,11731,1816,1,372090
2024-01-15,691,329,324,6089,11322,8771,958,0,0,6865,23,650,1356,0,0,11698,1815,1,370980
2024-01-14,690,329,324,6075,11302,8747,957,0,0,6861,23,648,1353,0,0,11667,1814,1,370000
2024-01-13,689,329,324,6065,11269,8728,957,0,0,6848,23,646,1345,0,0,11632,1806,1,369160
2024-01-12,688,329,324,6060,11254,8710,957,0,0,6836,23,642,1339,0,0,11612,1806,1,368460
2024-01-11,687,329,324,6050,11238,8699,957,0,0,6834,23,641,1337,0,0,11596,1806,1,367620
2024-01-10,686,329,324,6038,11216,8684,956,0,0,6834,23,639,1336,0,0,11575,1805,1,366790
2024-01-09,685,329,324,6036,11203,8672,954,0,0,6823,23,638,1333,0,0,11552,1805,1,365990
2024-01-08,684,329,324,6031,11194,8666,953,0,0,6822,23,638,1328,0,0,11542,1787,1,365170
2024-01-07,683,329,324,6022,11180,8653,951,0,0,6811,23,637,1327,0,0,11523,1786,1,364730
2024-01-06,682,329,324,6018,11158,8617,950,0,0,6787,23,633,1317,0,0,11478,1786,1,363870
2024-01-05,681,329,324,6011,11142,8604,949,0,0,6771,23,631,1313,0,0,11463,1786,1,363070
2024-01-04,680,329,324,6002,11128,8574,947,0,0,6753,23,630,1304,0,0,11423,1785,1,362280
2024-01-03,679,329,324,5990,11107,8546,945,0,0,6748,23,629,1298,0,0,11391,1783,1,361500
2024-01-02,678,329,324,5990,11100,8531,945,0,0,6710,23,626,1284,0,0,11365,1710,1,360820
2024-01-01,677,329,324,5983,11087,8482,943,0,0,6657,23,625,1277,0,0,11330,1709,1,360010
2023-12-31,676,329,324,5977,11070,8464,943,0,0,6591,23,623,1268,0,0,11292,1709,1,359230
2023-12-30,675,329,324,5969,11053,8434,939,0,0,6554,23,621,1260,0,0,11244,1708,1,358270
2023-12-29,674,329,324,5953,11033,8417,938,0,0,6539,23,620,1254,0,0,11215,1620,1,357520
2023-12-28,673,329,324,5940,11015,8391,935,0,0,6503,23,617,1247,0,0,11180,1620,1,356670
2023-12-27,672,329,324,5913,10973,8376,934,0,0,6471,23,616,1240,0,0,11140,1620,1,355750
2023-12-26,671,329,324,5899,10956,8366,934,0,0,6458,23,614,1239,0,0,11109,1618,1,354960
2023-12-25,670,329,324,5877,10919,8347,934,0,0,6436,22,613,1234,0,0,11075,1616,1,353950
2023-12-24,669,327,324,5858,10888,8314,932,0,0,6404,22,611,1229,0,0,11022,1614,1,353190
2023-12-23,668,327,324,5854,10871,8286,932,0,0,6384,22,611,1223,0,0,10995,1613,1,352390
2023-12-22,667,324,324,5837,10843,8250,932,0,0,6365,22,611,1217,0,0,10944,1613,1,351350
2023-12-21,666,324,324,5828,10825,8226,932,0,0,6342,22,611,1208,0,0,10919,1613,1,350270
2023-12-20,665,324,324,5814,10794,8206,928,0,0,6316,22,611,1203,0,0,10871,1612,1,349190
2023-12-19,664,324,324,5798,10771,8190,926,0,0,6299,22,611,1200,0,0,10842,1611,1,348300
2023-12-18,663,324,324,5783,10752,8175,926,0,0,6290,22,610,1198,0,0,10822,1610,1,347160
2023-12-17,662,324,324,5739,10692,8137,923,0,0,6278,22,609,1194,0,0,10766,1610,1,346070
2023-12-16,661,324,324,5720,10667,8100,920,0,0,6238,22,605,1190,0,0,10710,1609,1,344820
2023-12-15,660,324,324,5706,10654,8099,920,0,0,6226,22,605,1189,0,0,10699,1608,1,343890
2023-12-14,659,324,324,5692,10616,8088,920,0,0,6206,22,605,1185,0,0,10675,1606,1,342800
2023-12-13,658,324,324,5682,10594,8076,919,0,0,6173,22,605,1176,0,0,10662,1596,1,341500
2023-12-12,657,324,324,5664,10579,8073,919,0,0,6163,22,605,1170,0,0,10650,1596,1,340650
2023-12-11,656,324,324,5655,10560,8070,919,0,0,6154,22,605,1168,0,0,10636,1586,1,339850
2023-12-10,655,324,324,5636,10529,8064,919,0,0,6136,22,605,1162,0,0,10623,1586,1,338820
2023-12-09,654,324,324,5632,10519,8058,919,0,0,6136,22,605,1159,0,0,10598,1585,1,338120
2023-12-08,653,324,324,5626,10508,8057,919,0,0,6136,22,605,1159,0,0,10591,1571,1,337220
2023-12-07,652,324,324,5618,10482,8045,919,0,0,6116,22,605,1156,0,0,10561,1571,1,336230
2023-12-06,651,324,324,5600,10456,8024,919,0,0,6083,22,605,1153,0,0,10532,1570,1,335110
2023-12-05,650,323,324,5587,10416,7987,913,0,0,6032,22,605,1148,0,0,10483,1570,1,333840
2023-12-04,649,323,324,5580,10401,7961,913,0,0,6017,22,602,1141,0,0,10451,1569,1,332810
2023-12-03,648,323,324,5575,10396,7949,913,0,0,5995,22,602,1140,0,0,10432,1569,1,332040
2023-12-02,647,323,324,5571,10385,7941,913,0,0,5994,22,602,1138,0,0,10410,1568,1,331110
2023-12-01,646,323,324,5564,10372,7931,912,0,0,5976,22,602,1137,0,0,10399,1567,1,330040
2023-11-30,645,323,324,5551,10340,7909,910,0,0,5954,22,600,1124,0,0,10361,1567,1,328760
2023-11-29,644,323,324,5538,10312,7908,910,0,0,5944,22,600,1121,0,0,10348,1567,1,327580
2023-11-28,643,323,324,5523,10285,7876,907,0,0,5905,22,597,1113,0,0,10302,1565,1,326440
2023-11-27,642,323,324,5520,10282,7875,907,0,0,5905,22,597,1113,0,0,10299,1565,1,325580
2023-11-26,641,323,324,5513,10279,7874,907,0,0,5901,22,597,1113,0,0,10288,1565,1,324830
2023-11-25,640,323,324,5502,10263,7851,905,0,0,5808,22,596,1112,0,0,10259,1565,1,323760
2023-11-24,639,323,324,5496,10256,7833,904,0,0,5800,22,595,1108,0,0,10232,1564,1,322900
2023-11-23,638,323,324,5466,10224,7802,902,0,0,5799,22,591,1107,0,0,10198,1564,1,321800
2023-11-22,637,323,324,5446,10188,7769,899,0,0,5784,22,589,1105,0,0,10159,1564,1,320670
2023-11-21,636,323,324,5439,10174,7752,899,0,0,5771,22,588,1098,0,0,10134,1564,1,319820
2023-11-20,635,323,324,5439,10168,7748,899,0,0,5764,22,588,1097,0,0,10127,1563,1,319210
2023-11-19,634,323,324,5435,10166,7744,898,0,0,5755,22,588,1096,0,0,10120,1563,1,318570
2023-11-18,633,323,324,5422,10141,7726,896,0,0,5726,22,586,1090,0,0,10091,1563,1,317380
2023-11-17,632,323,324,5415,10132,7712,895,0,0,5709,22,585,1086,0,0,10077,1563,1,316760
2023-11-16,631,323,324,5388,10121,7683,892,0,0,5689,22,585,1084,0,0,10060,1563,1,315620
2023-11-15,630,323,324,5377,10104,7647,884,0,0,5675,22,582,1083,0,0,10020,1562,1,314290
2023-11-14,629,322,324,5362,10086,7589,882,0,0,5649,22,580,1081,0,0,9973,1561,1,313470
2023-11-13,628,322,324,5354,10079,7569,881,0,0,5634,22,580,1079,0,0,9949,1561,1,312550
2023-11-12,627,322,324,5349,10073,7559,881,0,0,5632,22,580,1078,0,0,9944,1560,1,311750
2023-11-11,626,322,324,5342,10041,7527,879,0,0,5620,22,579,1069,0,0,9925,1559,1,310650
2023-11-10,625,322,324,5317,10017,7489,877,0,0,5595,20,578,1060,0,0,9876,1558,1,309520
2023-11-09,624,322,324,5316,10014,7475,875,0,0,5593,20,577,1059,0,0,9853,1557,1,308720
2023-11-08,623,322,324,5301,9996,7439,872,0,0,5567,20,572,1054,0,0,9814,1556,1,307640
2023-11-07,622,322,324,5293,9974,7410,869,0,0,5557,20,570,1049,0,0,9767,1556,1,306860
2023-11-06,621,322,324,5288,9958,7389,867,0,0,5554,20,570,1047,0,0,9744,1556,1,305970
2023-11-05,620,322,324,5284,9953,7375,867,0,0,5534,20,570,1047,0,0,9730,1554,1,305090
2023-11-04,619,322,324,5276,9939,7363,861,0,0,5534,20,568,1038,0,0,9716,1551,1,304100
2023-11-03,618,322,324,5265,9901,7328,854,0,0,5495,20,566,1034,0,0,9691,1551,1,303270
2023-11-02,617,322,324,5241,9877,7292,850,0,0,5488,20,566,1032,0,0,9658,1549,1,302420
2023-11-01,616,321,324,5223,9834,7250,846,0,0,5468,20,563,1019,0,0,9624,1547,1,301490
2023-10-31,615,321,324,5211,9804,7227,844,0,0,5440,20,562,1016,0,0,9590,1546,1,300810
2023-10-30,614,321,324,5190,9775,7202,834,0,0,5419,20,559,1014,0,0,9555,1544,1,299940
2023-10-29,613,320,324,5175,9758,7188,834,0,0,5399,20,558,1012,0,0,9532,1544,1,299080
2023-10-28,612,320,324,5167,9749,7180,834,0,0,5399,20,558,1011,0,0,9524,1541,1,298420
2023-10-27,611,320,324,5145,9726,7162,834,0,0,5390,20,556,1011,0,0,9513,1538,1,297680
2023-10-26,610,320,324,5141,9715,7155,834,0,0,5389,20,556,1010,0,0,9507,1538,1,297120
2023-10-25,609,320,324,5112,9697,7125,833,0,0,5372,20,554,1007,0,0,9474,1538,1,296310
